Analysis based on performance in epochs 548 to 583 (36 epochs).
Current stake is measured at the end of epoch 583.

================================================================================================================================================================
                                               Comprehensive Report on All Non-Retired Pools by Viability Status                                                
================================================================================================================================================================
+------+----------+----------------------------------------------------------+-----------------------+------------------+----------------+------------------+-------------------+----------------+
|    # | Ticker   | Pool ID                                                  |   Current Stake (ADA) | Status           |   Signal Count |   Blocks (36 ep) |   Rewards** (36 ep) | Signals      |
|  781 |          | pool1n7s5kpymwd0zsld8q23tpf7z5esjaqwmnnzzssee5630zpx5ww0 |          2,433,938.73 | Viable but Small |              1 |               93 |          7,180.24 | NU             |
|  782 | SODM     | pool18vj02k4taarxxsdr36jxftcc5x270vsysp078j0n3v0njh0dt9x |          2,416,138.19 | Viable but Small |              0 |               71 |          6,201.35 |                |
|  783 | THANK    | pool1w3xys99a8xmwcwse4tqpqmyqqzykryfc4w7cvvjusej0vnxdlrf |          2,411,177.22 | Viable but Small |              0 |               51 |         17,078.35 |                |
|  784 | KURIS    | pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee |          2,348,234.21 | Viable but Small |              2 |               78 |         11,630.76 | NU, NG         |
|  785 | KRONO    | pool1efxh54fk0dj5uu2e4eu08klxl5ys3saphv3kec33kw3xv8738sc |          2,340,472.20 | Viable but Small |              0 |               89 |         11,575.81 |                |
|  786 | NEWMX    | pool1gr7jlqk9kmhwuztdwcwf6nyr2teeq9r8h4y62ev0xrrvyvwly64 |          2,328,961.23 | Viable but Small |              1 |               76 |         11,732.48 | NU             |
|  787 | ADMON    | pool1fkg3cr9en57ccsmnde20eevkaeu3elp0h4yyqk3udkkxzhl70ju |          2,328,261.42 | Viable but Small |              1 |               63 |          9,917.87 | NU             |
|  788 | ACT      | pool10wfvyl284h0eyzjtwndh8kvu36lqvptusq4nxtv52pmazpyvfud |          2,320,082.65 | Viable but Small |              1 |               91 |         13,315.11 | NU             |
|  789 | PSPJ     | pool1568zhphxsnj5mfszwgta5zlvulu67g8f4jn6d3xs2tvas8ffu76 |          2,317,723.28 | Viable but Small |              0 |              167 |         58,140.44 |                |
|  790 | AAATO    | pool1jmx55w5ydjkn4xd58gmr9xgt5t46ngs48aek779t92e7zcqfw97 |          2,316,929.58 | Viable but Small |              2 |              104 |         12,791.71 | NU, NG         |
|  791 | HRDIB    | pool1lmzhzkdvkh67a8hjcexlhajkk8f7kz2tf35frjut6creqs2kedg |          2,262,756.46 | Viable but Small |              1 |               88 |         30,089.75 | NU             |
|  792 | WOLF     | pool1qqqqx69ztfvd83rtafs3mk4lwanehrglmp2vwkjpaguecs2t4c2 |          2,246,031.78 | Viable but Small |              0 |               91 |         12,230.42 |                |
|  793 | SUMN     | pool1m3gg43uhtetn4hmw79u8836dyq8qe4cex8qnn6mks5egza7n6tp |          2,240,777.33 | Viable but Small |              1 |               66 |         10,474.48 | NU             |
|  794 | SGEN     | pool1gztqypddgmycs0fjat62k5f2kt4zjck4l4f2ffrsmagj2w8zkq3 |          2,235,414.91 | Viable but Small |              1 |               84 |         13,063.25 | NG             |
|  795 | SHARE    | pool1af7dmzgcyp9kc5lyrtrtpsce58l6j5cjvc8wavkwmzlr53ym50v |          2,232,397.49 | Viable but Small |              0 |               90 |         10,719.44 |                |
|  796 | DGK      | pool19rz6ve8nz6uvq97yspwh3fvt7w03dsjsnmft6du83hvtc324dus |          2,229,282.45 | Viable but Small |              1 |               78 |         12,275.88 | NU             |
|  797 | SION     | pool1qqq9tqyj69j9kygpxza3h82ynh8d0xlueucnu2yqum8nse8hj7y |          2,204,272.78 | Viable but Small |              0 |               91 |          6,979.00 |                |
|  798 | TESLA    | pool1gu33fszp9ek0w9fkdt2xpnp4vznvvv2vhktc0dypa8fr53lc9pc |          2,197,183.05 | Viable but Small |              2 |              112 |          8,954.11 | NU, NG         |
|  799 | IBEX2    | pool1pyegru75d64xgg4jh83904nst8fs8qz6mvtxquatv44rkartevc |          2,194,841.89 | Viable but Small |              1 |               89 |         11,703.28 | NU             |
|  800 | BIMI1    | pool1ncg357pkgx29g6jrwunk94pwxe409ktxyrw8s0k66vwkc4qdgnu |          2,184,421.85 | Viable but Small |              1 |               89 |         12,574.34 | NU             |
|  801 | IAMX     | pool1p3chxyfv5cfk95hwq5zqjuljrpyk3uk5ua5alpn8rjgkkvvy8ne |          2,183,515.54 | Viable but Small |              1 |               79 |         26,573.67 | NU             |
|  802 | APP      | pool1rj6apcqxcvavaxp22f75zs9upphena7ntsnut2efvq98g4404up |          2,174,152.87 | Viable but Small |              0 |               68 |         20,261.91 |                |
|  803 | HIVE     | pool1mcvq2z34f9cfdmkd97famsh20ekqtndw246ny5e8ug3mxfdf4zq |          2,173,595.34 | Viable but Small |              0 |               88 |          8,291.01 |                |
|  804 | 1PCT3    | pool1dww6s8stvm7dl2n8740s3v5rnxmsuqcl8jcnu64g7cds5w29pft |          2,148,738.89 | Viable but Small |              1 |              100 |         11,649.98 | NU             |
|  805 | PEPE     | pool1n4fq4gw6snzqjep3pylj8dc6aaa4xgn78gl58k360dqdw6a58g8 |          2,142,179.14 | Viable but Small |              2 |               58 |          8,170.49 | NU, NG         |
|  806 | ADASC    | pool104hlwrk98e6h07e05ywee3thn379ddmmfveje8d6cuvp54zcah6 |          2,131,276.17 | Viable but Small |              1 |               43 |          7,584.69 | NU             |
|  807 |          | pool1mdyuct0kgd0hcjjnea999me5dxqpepr4y8du4smegfm3vlr37w5 |          2,107,283.94 | Viable but Small |              1 |               91 |         12,737.73 | NU             |
|  808 | SOUL     | pool18pnta4kfff66kq5shjrdsdr8ce2heu38t6x5nv7hylrcc0hpksk |          2,096,749.68 | Viable but Small |              1 |               72 |         18,684.47 | NU             |
|  809 | 307      | pool190a9js7lk9lvmrngre7w268z9tz9xs9yz77audvw8ag4jerfdhx |          2,064,302.75 | Viable but Small |              2 |               76 |         11,423.77 | NU, NG         |
|  810 | ZAM      | pool1ch3k0e07dhqwum847sa02cyecrp000a6egdx89fz5rza230jhlp |          2,046,753.73 | Viable but Small |              1 |               80 |          5,678.19 | NU             |
|  811 |          | pool1k2cj852umvq5f527x9u7p58mnletdzx29gr4e4npv4nc6m3hch9 |          1,983,034.14 | Viable but Small |              2 |               76 |         11,691.90 | NU, NG         |
|  812 | ROMER    | pool1030vz0wxheg0dvarr8hmeavelpszmp52qucs68c7wc9uga6n6e4 |          1,974,104.81 | Viable but Small |              1 |               78 |         11,313.79 | NU             |
|  813 | RADAR    | pool1l54qvzlg2jfalkcram9kxsa8vcmgy0fz845q5gptjq8k20kzg2r |          1,972,024.89 | Viable but Small |              1 |               93 |         12,151.68 | NU             |
|  814 | TAVN     | pool1pf6yhzdr9vpct5rc3dtwersl4lyuglp80l4jc67kf2qj29xjg2u |          1,946,526.72 | Viable but Small |              1 |               80 |         10,740.03 | NU             |
|  815 | NOVA     | pool1sf784g6eje8vzq9f5wu583eurhfq2ee9hzyhl46yezkuqqtmw07 |          1,945,889.41 | Viable but Small |              0 |               70 |          5,713.60 |                |
|  816 | POA      | pool1dqlgn7smehsnj5ztz8almy2036lfhrdjv79nmg9tmje0zzt620h |          1,925,748.31 | Viable but Small |              1 |               71 |         10,946.04 | NU             |
|  817 | SAGAN    | pool18p7p752cjnf9z8g70ygkre5cstwmgfatzuqm0tm3n2xf739j8k8 |          1,924,078.99 | Viable but Small |              0 |               68 |          6,452.01 |                |
|  818 | ADEN     | pool1u2lghnv4ae3zy73ysjlgvxwj7tuqpmyfavk74j48g0gnqnyc692 |          1,902,046.43 | Viable but Small |              1 |               79 |         11,271.01 | NU             |
|  819 | TCSP1    | pool1j3kzujz0m07detlksr26sx7smft8xn280695zgu60zjhge9566f |          1,860,250.14 | Viable but Small |              0 |               39 |          9,619.82 |                |
|  820 | TOPO⚡    | pool1nhd907krga9dh69kf0jg4tl0764rravepy337gptvsknxyyx94k |          1,858,422.36 | Viable but Small |              1 |               75 |          6,289.30 | NU             |
|  821 | ALTZ     | pool1gm4mcrf8mytfetsj6ykulrmv4j70y7fhceawgdg2h09t5rtt7cf |          1,821,713.81 | Viable but Small |              0 |               69 |         16,081.51 |                |
|  822 | CHEF     | pool1dqhaw0h2f4ehpdhh57quszcj22qhkglhg6yvaf39w3clxdl2kpy |          1,815,708.33 | Viable but Small |              0 |               78 |         12,141.99 |                |
|  823 | MGATE    | pool1xznpgmkfkf4f5wzks85z778v2s94vhmjxc60m8tphvypj6jp2w2 |          1,811,099.39 | Viable but Small |              0 |               20 |          5,757.80 |                |
|  824 | GOOF     | pool1gslrt6mmljsqkzft6nd0q7w7g2fyhxpxx6sj4ff68x22kwx6unm |          1,810,055.90 | Viable but Small |              1 |              114 |          6,941.41 | NU             |
|  825 | BIO      | pool1vqm5n5d503uumuc89s5y4wuczrwe3tlgylt2u2uj7y276avr5pl |          1,808,013.75 | Viable but Small |              0 |               66 |         11,124.26 |                |
|  826 | HAWAK    | pool15fxktqvd92sq8plh3rjdrksumt9p8rzsayfk4akv2hng5r8ukha |          1,789,307.31 | Viable but Small |              1 |               43 |          5,645.45 | NU             |
|  827 | TAX      | pool1jayej3rwf5ynfmmu7583x3w2j73dcedtflgnazdezfn3kl6062x |          1,761,253.91 | Viable but Small |              1 |               53 |         17,163.80 | NU             |
|  828 | DCONE    | pool1xvaagsvl9prlr20hvg2qv434yss5c88r2ml6n43wcpepxmw85lj |          1,761,178.83 | Viable but Small |              0 |               73 |         11,237.96 |                |
|  829 | NEWMC    | pool1newmccddazerzanrdeeelvzk6vzh9stxn5n8ravshqa05n0t83u |          1,744,273.66 | Viable but Small |              0 |               64 |         21,413.00 |                |
|  830 | CLINK    | pool1gxvkc0576e75065p5k0csvwme9y2qrefd5ga66nx0z65xxjt8jk |          1,740,472.31 | Viable but Small |              0 |               84 |          6,076.13 |                |
|  831 | SPEC     | pool1q7wrwstqkzhrffdzpw8ftfd4epmxywdjnp8384atjcnezchv242 |          1,724,770.37 | Viable but Small |              0 |              112 |          9,446.04 |                |
|  832 | CAFE3    | pool18ljuhhw27t85zddz0pvsmsjsz5k0mlz03pzsxgh8qarcsw5wycc |          1,718,493.36 | Viable but Small |              2 |               77 |         12,554.38 | NU, NG         |
|  833 | SEAL     | pool104v7kzpq86r0wnfsz8r7jeld2raap92qq84trjcqk62zyh9akqt |          1,709,322.40 | Viable but Small |              2 |               73 |          6,642.40 | NU, NG         |
|  834 | ADALY    | pool1hmtm4mukp5gs7fgrp0k997lveh4psq9qpeqa6ldugq9nsfcdxmp |          1,704,715.42 | Viable but Small |              2 |               62 |         11,262.24 | NU, NG         |
|  835 | BKIND    | pool1m83drqwlugdt9jn7jkz8hx3pne53acfkd539d9cj8yr92dr4k9y |          1,696,085.45 | Viable but Small |              1 |               66 |          6,416.96 | NG             |
|  836 |          | pool150hft90uw7tzr9uvj7tqkjp4u98a9hl20llj3n9ew76kkfm768r |          1,691,450.72 | Viable but Small |              2 |               60 |          8,332.22 | NU, NG         |
|  837 | ASN      | pool17ynruzy9lvq0x55ks22vtf4lrrdrw2ucydh4tfzhg9kkyeaw8nf |          1,687,745.19 | Viable but Small |              0 |               61 |         11,046.29 |                |
|  838 | YOADA    | pool1je2n5smmnyn3lh92xrp8nepjyfp596ypga6pmdecwtcrcj9uvec |          1,667,994.68 | Viable but Small |              0 |               60 |          7,395.97 |                |
|  839 | A3C      | pool1zkdaju2rjefa52uh6yh6etsxla0x6aqs6p6wm245y5szk7k3msd |          1,662,404.45 | Viable but Small |              1 |               73 |         11,013.97 | NU             |
|  840 | KAPY     | pool18t0u9vf408ftjf9xdpj47gdwkeq3jz3jqyshumm7fvtfkcq7ul7 |          1,649,696.34 | Viable but Small |              1 |               52 |         17,249.64 | NU             |
|  841 | MNKY     | pool18872nzahx0h2f7j58pxrn5rjektn8na8p4amv08x2xj8qkht30g |          1,629,270.57 | Viable but Small |              1 |               64 |         10,632.11 | NU             |
|  842 | BTCAO    | pool128r8qqgl9zgy3ff4759a2qslyauu5takaec3nxx4a6mvj3ys8da |          1,609,187.32 | Viable but Small |              1 |               76 |         20,249.58 | NU             |
|  843 | CHIEN    | pool180fejev4xgwe2y53ky0pxvgxr3wcvkweu6feq5mdljfzcsmtg6u |          1,604,484.41 | Viable but Small |              0 |               59 |          5,717.91 |                |
|  844 | FRADA    | pool1yd67lvc04eztwrpnefqh3g4dsydmezwgrg6ce4km728v6sg8zwf |          1,585,343.32 | Viable but Small |              0 |               63 |          5,944.53 |                |
|  845 | CHRTY    | pool1qqenhz258k5k9nyjull6gkzg7s4f3ae8v7qxwpegeef9v0nsy3e |          1,525,645.48 | Viable but Small |              1 |               89 |          7,521.52 | NU             |
|  846 | FNX      | pool1wnpac2c9am0h3yx2luh9tlsdhcpz2tmfyqjm8g8f67afk7fa6mh |          1,518,259.27 | Viable but Small |              2 |               53 |          5,611.74 | NU, NG         |
|  847 | CURRY    | pool1jezf7dcx26edfpxmpuh05yen64a9cj44xm2ggsapcxrtqewfek2 |          1,498,741.20 | Viable but Small |              0 |               53 |         15,329.57 |                |
|  848 | AZTEC    | pool1yyv7vx5zhhsd60jp4tl72vpznwvpvjp35m4z7jr42ugkxmndyv5 |          1,467,790.25 | Viable but Small |              1 |               55 |         10,092.98 | NU             |
|  849 | TREE     | pool1ktgug7wwf9k4hcsuk68ftkh8xs5n0333fzxyw9sagz8njhlskgm |          1,463,770.81 | Viable but Small |              1 |               47 |          9,331.17 | NU             |
|  850 | NMKR     | pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr |          1,463,294.51 | Viable but Small |              0 |               56 |         19,324.53 |                |
|  851 | MBCG     | pool19rjjay24ez2ezgqkyqvna6uwc5ur9lt489gwvrv7ve5exlcld3x |          1,460,598.16 | Viable but Small |              0 |               53 |          8,368.66 |                |
|  852 |          | pool18jrsaddmrwtrdycydmk3zv0fxawnv0q8xh7f6fyp2r247zz9tc5 |          1,448,690.28 | Viable but Small |              0 |               48 |         10,081.99 |                |
|  853 | BONE     | pool1j742gcsul7u8c05rsqmkgpkvj5qadj0pew69nctu6crqy9wjjn4 |          1,444,990.66 | Viable but Small |              2 |               56 |         11,004.54 | NU, NG         |
|  854 | GOMA     | pool1jqssxka8hu94aj6f4w3s8l5m6juqmx0hk3ges48jfac6zngmkh8 |          1,442,197.09 | Viable but Small |              0 |               42 |          9,790.45 |                |
|  855 | DAN2     | pool1ezh8sewqgzy7267yvy0jssz8q7amce37x3dhmfl22j8lwz6wjrd |          1,440,920.51 | Viable but Small |              1 |               46 |         10,095.24 | NU             |
|  856 | WOW      | pool1crprz3rdcwvfxmc0s4gxquh3qeqmscww2qfvpl93q52yyn7agsc |          1,438,948.21 | Viable but Small |              1 |               50 |          8,484.32 | NU             |
|  857 | NICE     | pool1zeya2r53sxmqh2ux3ssfsrqerergnw2hjxmp63r83ntwverpqwm |          1,422,901.22 | Viable but Small |              1 |               59 |          9,970.52 | NU             |
|  858 | APOLO    | pool1ccr56kt2f5tzjvztlkf8zhkpvaawkduwfye8ydsk646lz0m4h5x |          1,420,831.15 | Viable but Small |              1 |               66 |         13,049.37 | NU             |
|  859 | TIA      | pool15kek228mhvnsncdjn77u8qtrn8hjh5wfzmh6g942xf0353yc77j |          1,416,424.32 | Viable but Small |              1 |              126 |          6,450.17 | NU             |
|  860 | MARS     | pool1fwhu9w2z82n5r7hdeu8ayl9tywraursthd78mxxekr6zzdjgpkm |          1,413,870.64 | Viable but Small |              1 |               53 |         10,006.70 | NG             |
|  861 | 8BALL    | pool13ws3wf9skw0ngg3aze482tdxqsnfmvf4vgy46cux599mxm8n27g |          1,408,515.84 | Viable but Small |              1 |               37 |          9,565.79 | NU             |
|  862 | TTS17    | pool127gdv243hfcrapslaqq0nnh64u2gts72gtrt4888g6g2z0zsu64 |          1,395,492.39 | Viable but Small |              0 |               60 |         11,003.63 |                |
|  863 | MANGO    | pool1ntwurms3f0j4kqe5wfpg9chlasylp0lmuw72m4fn66vnuyrvs8v |          1,389,235.39 | Viable but Small |              2 |               56 |          7,505.40 | NU, NG         |
|  864 | SAPIO    | pool1c0xj2fa97zuz4phld87atg6yphz3hju409fm5xgnwuuvqww25qj |          1,382,079.14 | Viable but Small |              2 |               57 |         10,208.67 | NU, NG         |
|  865 | IAGL2    | pool1e59h5m5vyggszyafel7zvcnsayt2de7wyxyezlrsmm4a679q3zr |          1,376,357.95 | Viable but Small |              1 |               79 |         27,354.18 | NU             |
